company_name,date,avg_sentiment
Merck,2025-05-12,-0.17197142857142853
Merck,2025-05-19,0.030016666666666667
Merck,2025-05-26,-0.0006012658227848002
Münchener Rück,2025-01-06,0.0
Münchener Rück,2025-01-20,-0.2732
Münchener Rück,2025-03-17,0.3818
Münchener Rück,2025-04-28,-0.27225
Münchener Rück,2025-05-12,0.3182
Münchener Rück,2025-05-19,0.3182
Porsche AG,2025-01-27,0.0
Porsche AG,2025-02-03,0.06743333333333333
Porsche AG,2025-02-10,0.14934999999999998
Porsche AG,2025-02-24,0.34
Porsche AG,2025-03-03,-0.1591
Porsche AG,2025-03-10,0.1143
Porsche AG,2025-03-24,0.05135
Porsche AG,2025-03-31,0.24945
Porsche AG,2025-04-07,0.09304285714285714
Porsche AG,2025-04-14,0.20018181818181818
Porsche AG,2025-04-21,0.33862857142857145
Porsche AG,2025-04-28,0.07918888888888889
Porsche AG,2025-05-05,0.018842857142857137
Porsche AG,2025-05-12,0.13083076923076925
Porsche AG,2025-05-19,0.046625
Porsche AG,2025-05-26,0.21807142857142855
Porsche SE,2024-12-30,-0.3818
Porsche SE,2025-01-06,0.27596666666666664
Porsche SE,2025-01-13,-0.3182
Porsche SE,2025-01-20,0.6597
Porsche SE,2025-02-03,0.10115
Porsche SE,2025-02-10,0.2202
Porsche SE,2025-02-24,-0.21075
Porsche SE,2025-03-03,-0.228925
Porsche SE,2025-03-10,0.03638
Porsche SE,2025-03-17,-0.003400000000000014
Porsche SE,2025-03-24,0.024853846153846157
Porsche SE,2025-03-31,-0.026316666666666665
Porsche SE,2025-04-14,0.0
Porsche SE,2025-04-28,0.0
Porsche SE,2025-05-05,0.01799999999999996
Porsche SE,2025-05-12,0.07255
Porsche SE,2025-05-19,-0.33525
Porsche SE,2025-05-26,0.0
Qiagen,2025-01-06,0.5633
Qiagen,2025-01-13,0.27423333333333333
Qiagen,2025-02-03,0.4438333333333333
Qiagen,2025-02-10,-0.06355
Qiagen,2025-02-17,0.0
Qiagen,2025-03-03,0.15514285714285717
Qiagen,2025-03-10,0.2263
Qiagen,2025-03-17,-0.2023
Qiagen,2025-03-24,-0.10115
Qiagen,2025-03-31,0.07768000000000001
Qiagen,2025-04-07,0.318
Qiagen,2025-04-14,0.14282222222222224
Qiagen,2025-04-21,-0.13656666666666664
Qiagen,2025-04-28,0.42301666666666665
Qiagen,2025-05-05,0.09602000000000001
Qiagen,2025-05-12,0.19232272727272728
Qiagen,2025-05-19,0.2797
Qiagen,2025-05-26,0.22393333333333332
RWE,2025-04-21,0.2732
RWE,2025-04-28,-0.296
RWE,2025-05-05,0.21059999999999998
RWE,2025-05-12,0.17260833333333334
RWE,2025-05-19,0.38625
RWE,2025-05-26,-0.015224285714285706
Rheinmetall,2025-03-10,0.28099999999999997
Rheinmetall,2025-03-17,0.1027
Rheinmetall,2025-03-24,0.5134
Rheinmetall,2025-03-31,0.0
Rheinmetall,2025-04-07,0.4221333333333333
Rheinmetall,2025-04-14,0.131675
Rheinmetall,2025-04-21,0.1027
Rheinmetall,2025-04-28,0.22003
Rheinmetall,2025-05-05,0.194885
Rheinmetall,2025-05-12,0.33670833333333333
Rheinmetall,2025-05-19,0.21523888888888887
Rheinmetall,2025-05-26,0.04263999999999999
SAP,2025-05-05,-0.11534999999999998
SAP,2025-05-12,-0.40473333333333333
SAP,2025-05-19,0.11228
SAP,2025-05-26,0.10541971830985915
Sartorius,2018-02-05,-0.3612
Sartorius,2018-06-04,-0.0772
Sartorius,2020-11-16,0.0
Sartorius,2021-11-01,0.2263
Sartorius,2022-08-01,0.1779
Sartorius,2023-04-24,0.0
Sartorius,2023-06-05,0.0
Sartorius,2024-11-11,0.0
Sartorius,2024-12-30,0.0
Sartorius,2025-01-06,0.07655
Sartorius,2025-01-20,0.0
Sartorius,2025-01-27,0.6212
Sartorius,2025-02-10,0.6486
